,0
4797,Pard6b
4798,Parg
4799,Park7
4800,Parl
4801,Parn
4802,Parp1
4803,Parp10
4804,Parp11
4805,Parp12
4806,Parp14
4807,Parp16
4808,Parp2
4809,Parp3
4810,Parp4
4811,Parp6
4812,Parp9
4813,Parva
4814,Patl1
4815,Pawr
4816,Paxbp1
4817,Paxip1
4818,Paxx
4819,Pbdc1
4820,Pbld1
4821,Pbld2
4822,Pbrm1
4823,Pbx1
4824,Pbx2
4825,Pbxip1
4826,Pcbd1
4827,Pcbd2
4828,Pcbp1
4829,Pcbp2
4830,Pcbp4
4831,Pcca
4832,Pccb
4833,Pcdh1
4834,Pced1a
4835,Pcf11
4836,Pcgf3
4837,Pcgf5
4838,Pcgf6
4839,Pcid2
4840,Pcif1
4841,Pck1
4842,Pcm1
4843,Pcmt1
4844,Pcmtd1
4845,Pcmtd2
4846,Pcna
4847,Pcnp
4848,Pcnt
4849,Pcnx
4850,Pcnx3
4851,Pcnx4
4852,Pcp4l1
4853,Pcsk4
4854,Pcsk5
4855,Pcsk6
4856,Pcsk7
4857,Pcsk9
4858,Pctp
4859,Pcx
4860,Pcyox1
4861,Pcyt1a
4862,Pcyt2
4863,Pdap1
4864,Pdcd10
4865,Pdcd11
4866,Pdcd2
4867,Pdcd2l
4868,Pdcd4
4869,Pdcd5
4870,Pdcd6
4871,Pdcd6ip
4872,Pdcd7
4873,Pdcl
4874,Pdcl3
4875,Pde12
4876,Pde3b
4877,Pde4b
4878,Pde4d
4879,Pde4dip
4880,Pde6a
4881,Pde6d
4882,Pde8a
4883,Pde9a
4884,Pdf
4885,Pdgfa
4886,Pdha1
4887,Pdhb
4888,Pdhx
4889,Pdia3
4890,Pdia4
4891,Pdia5
4892,Pdia6
4893,Pdik1l
4894,Pdilt
4895,Pdk1
4896,Pdk2
4897,Pdk4
4898,Pdlim1
4899,Pdlim5
4900,Pdp2
4901,Pdpk1
4902,Pdrg1
4903,Pds5a
4904,Pds5b
4905,Pdss2
4906,Pdxdc1
4907,Pdxk
4908,Pdzd11
4909,Pdzd8
4910,Pdzk1
4911,Pdzk1ip1
4912,Pdzrn3
4913,Peak1
4914,Pebp1
4915,Pecam1
4916,Pecr
4917,Pef1
4918,Peli1
4919,Peli2
4920,Pelp1
4921,Pemt
4922,Pepd
4923,Per1
4924,Perp
4925,Pes1
4926,Pet100
4927,Pex1
4928,Pex11a
4929,Pex11b
4930,Pex11g
4931,Pex12
4932,Pex13
4933,Pex14
4934,Pex16
4935,Pex19
4936,Pex2
4937,Pex26
4938,Pex3
4939,Pex5
4940,Pex7
4941,Pfdn1
4942,Pfdn2
4943,Pfdn4
4944,Pfdn5
4945,Pfdn6
4946,Pfkfb1
4947,Pfkfb3
4948,Pfkl
4949,Pfn1
4950,Pgam1
4951,Pgam5
4952,Pgap1
4953,Pgap2
4954,Pgd
4955,Pgghg
4956,Pggt1b
4957,Pgk1
4958,Pgls
4959,Pglyrp2
4960,Pglyrp3
4961,Pgm1
4962,Pgm2
4963,Pgm3
4964,Pgp
4965,Pgpep1
4966,Pgrmc1
4967,Pgrmc2
4968,Pgs1
4969,Phactr4
4970,Phax
4971,Phb
4972,Phb2
4973,Phc2
4974,Phc3
4975,Pheta1
4976,Phf10
4977,Phf11d
4978,Phf12
4979,Phf14
4980,Phf2
4981,Phf20
4982,Phf20l1
4983,Phf21a
4984,Phf23
4985,Phf3
4986,Phf5a
4987,Phf6
4988,Phf7
4989,Phf8
4990,Phip
4991,Phka2
4992,Phkb
4993,Phkg1
4994,Phkg2
4995,Phlda1
4996,Phldb2
4997,Phlpp1
4998,Phospho2
4999,Phrf1
5000,Phyh
5001,Phykpl
5002,Pi4k2a
5003,Pi4k2b
5004,Pi4ka
5005,Pi4kb
5006,Pias1
5007,Pias2
5008,Pias4
5009,Picalm
5010,Pid1
5011,Pigc
5012,Pigh
5013,Pigk
5014,Pigm
5015,Pigo
5016,Pigp
5017,Pigq
5018,Pigr
5019,Pigs
5020,Pigu
5021,Pigx
5022,Pigyl
5023,Pih1d1
5024,Pik3ap1
5025,Pik3c2a
5026,Pik3c3
5027,Pik3ca
5028,Pik3cb
5029,Pik3r1
5030,Pik3r2
5031,Pik3r4
5032,Pikfyve
5033,Pim1
5034,Pim3
5035,Pin1
5036,Pin4
5037,Pink1
5038,Pinx1
5039,Pip4k2b
5040,Pip4k2c
5041,Pip4p1
5042,Pip4p2
5043,Pip5k1a
5044,Pip5k1b
5045,Pip5k1c
5046,Pipox
5047,Pir
5048,Pisd
5049,Pithd1
5050,Pitpna
5051,Pitpnb
5052,Pitpnc1
5053,Pitpnm2
5054,Pitrm1
5055,Pja1
5056,Pja2
5057,Pkd1
5058,Pkdcc
5059,Pkhd1
5060,Pkig
5061,Pklr
5062,Pkn1
5063,Pkn2
5064,Pknox1
5065,Pkp2
5066,Pkp4
5067,Pla1a
5068,Pla2g12a
5069,Pla2g12b
5070,Pla2g15
5071,Pla2g16
5072,Pla2g6
5073,Plaa
5074,Plac8
5075,Plbd1
5076,Plbd2
5077,Plcb1
5078,Plce1
5079,Plcg1
5080,Plcl2
5081,Plcxd2
5082,Pld1
5083,Pld3
5084,Pld5
5085,Plec
5086,Plekha1
5087,Plekha3
5088,Plekha5
5089,Plekha6
5090,Plekha8
5091,Plekhb1
5092,Plekhb2
5093,Plekhf1
5094,Plekhf2
5095,Plekhg2
5096,Plekhg3
5097,Plekhg6
5098,Plekhh3
5099,Plekhj1
5100,Plekhm1
5101,Plg
5102,Plin2
5103,Plin3
5104,Plin5
5105,Plk2
5106,Plk3
5107,Pllp
5108,Plod1
5109,Plod3
5110,Plpbp
5111,Plpp2
5112,Plpp3
5113,Plpp5
5114,Plpp6
5115,Plrg1
5116,Pls3
5117,Plscr1
5118,Plscr2
5119,Pltp
5120,Plxna2
5121,Plxnb1
5122,Plxnb2
5123,Pm20d1
5124,Pmf1
5125,Pml
5126,Pmm2
5127,Pmpca
5128,Pmpcb
5129,Pmvk
5130,Pnisr
5131,Pnkd
5132,Pnkp
5133,Pnma3
5134,Pnn
5135,Pno1
5136,Pnp
5137,Pnpla2
5138,Pnpla7
5139,Pnpla8
5140,Pnpo
5141,Pnpt1
5142,Pnrc1
5143,Pnrc2
5144,Poc1b
5145,Podn
5146,Pofut1
5147,Pofut2
5148,Poglut1
5149,Pogz
5150,Polb
5151,Pold2
5152,Pold3
5153,Poldip2
5154,Poldip3
5155,Pole3
5156,Pole4
5157,Polg
5158,Polg2
5159,Polr1a
5160,Polr1b
5161,Polr1c
5162,Polr1d
5163,Polr2a
5164,Polr2b
5165,Polr2c
5166,Polr2e
5167,Polr2f
5168,Polr2g
5169,Polr2h
5170,Polr2i
5171,Polr2j
5172,Polr2k
5173,Polr2l
5174,Polr2m
5175,Polr3a
5176,Polr3b
5177,Polr3c
5178,Polr3d
5179,Polr3e
5180,Polr3f
5181,Polr3g
5182,Polr3gl
5183,Polr3h
5184,Polr3k
5185,Polrmt
5186,Pom121
5187,Pomgnt1
5188,Pomk
5189,Pomp
5190,Pomt1
5191,Pomt2
5192,Pon1
5193,Pon2
5194,Pon3
5195,Pop4
5196,Pop5
5197,Por
5198,Pou2f1
5199,Ppa1
5200,Ppa2
5201,Ppan
5202,Ppara
5203,Ppard
5204,Pparg
5205,Ppargc1a
5206,Ppargc1b
5207,Ppat
5208,Ppcdc
5209,Ppcs
5210,Ppdpf
5211,Ppfia1
5212,Ppfibp1
5213,Ppfibp2
5214,Pphln1
5215,Ppia
5216,Ppib
5217,Ppid
5218,Ppie
5219,Ppif
5220,Ppig
5221,Ppih
5222,Ppil1
5223,Ppil2
5224,Ppil3
5225,Ppil4
5226,Ppip5k2
5227,Ppl
5228,Ppm1a
5229,Ppm1b
5230,Ppm1d
5231,Ppm1f
5232,Ppm1g
5233,Ppm1k
5234,Ppm1l
5235,Ppm1m
5236,Ppme1
5237,Ppox
5238,Ppp1ca
5239,Ppp1cb
5240,Ppp1cc
5241,Ppp1r10
5242,Ppp1r11
5243,Ppp1r12a
5244,Ppp1r12c
5245,Ppp1r13b
5246,Ppp1r14b
5247,Ppp1r15a
5248,Ppp1r15b
5249,Ppp1r16a
5250,Ppp1r1b
5251,Ppp1r2
5252,Ppp1r21
5253,Ppp1r37
5254,Ppp1r3b
5255,Ppp1r3c
5256,Ppp1r3g
5257,Ppp1r7
5258,Ppp2ca
5259,Ppp2cb
5260,Ppp2r1a
5261,Ppp2r1b
5262,Ppp2r2a
5263,Ppp2r2d
5264,Ppp2r3a
5265,Ppp2r3c
5266,Ppp2r5a
5267,Ppp2r5c
5268,Ppp2r5d
5269,Ppp2r5e
5270,Ppp3ca
5271,Ppp3cb
5272,Ppp3r1
5273,Ppp4c
5274,Ppp4r1
5275,Ppp4r2
5276,Ppp4r3a
5277,Ppp4r3b
5278,Ppp5c
5279,Ppp6c
5280,Ppp6r1
5281,Ppp6r2
5282,Ppp6r3
5283,Pprc1
5284,Ppt1
5285,Pptc7
5286,Ppwd1
5287,Pqbp1
5288,Pqlc1
5289,Pqlc2
5290,Pradc1
5291,Prdm2
5292,Prdx1
5293,Prdx2
5294,Prdx3
5295,Prdx4
5296,Prdx5
5297,Prdx6
5298,Preb
5299,Prelid1
5300,Prelid3b
5301,Prep
5302,Prepl
5303,Prg4
5304,Prickle2
5305,Prim1
5306,Prkaa1
5307,Prkaa2
5308,Prkab1
5309,Prkaca
5310,Prkacb
5311,Prkag1
5312,Prkag2
5313,Prkar1a
5314,Prkar2a
5315,Prkca
5316,Prkcb
5317,Prkce
5318,Prkci
5319,Prkcsh
5320,Prkcz
5321,Prkd3
5322,Prkra
5323,Prkrip1
5324,Prlr
5325,Prmt3
5326,Prmt5
5327,Prmt7
5328,Prmt9
5329,Prnp
5330,Proc
5331,Prodh
5332,Prodh2
5333,Prom1
5334,Prorsd1
5335,Pros1
5336,Proser2
5337,Prox1
5338,Proz
5339,Prpf18
5340,Prpf19
5341,Prpf31
5342,Prpf38a
5343,Prpf38b
5344,Prpf39
5345,Prpf4
5346,Prpf40a
5347,Prpf4b
5348,Prpf6
5349,Prpf8
5350,Prps1
5351,Prps1l3
5352,Prps2
5353,Prpsap1
5354,Prpsap2
5355,Prr12
5356,Prr13
5357,Prr14
5358,Prr16
5359,Prrc1
5360,Prrc2a
5361,Prrc2b
5362,Prrc2c
5363,Prrg2
5364,Prss36
5365,Prss8
5366,Prtn3
5367,Prune1
5368,Psap
5369,Psd3
5370,Psen1
5371,Psen2
5372,Psenen
5373,Psip1
5374,Pskh1
5375,Psma1
5376,Psma2
5377,Psma3
5378,Psma4
5379,Psma5
5380,Psma6
5381,Psma7
5382,Psmb1
5383,Psmb10
5384,Psmb2
5385,Psmb3
5386,Psmb4
5387,Psmb5
5388,Psmb6
5389,Psmb7
5390,Psmb8
5391,Psmb9
5392,Psmc1
5393,Psmc2
5394,Psmc3
5395,Psmc4
5396,Psmc5
5397,Psmc6
5398,Psmd1
5399,Psmd10
5400,Psmd11
5401,Psmd12
5402,Psmd13
5403,Psmd14
5404,Psmd2
5405,Psmd3
5406,Psmd4
5407,Psmd5
5408,Psmd6
5409,Psmd7
5410,Psmd8
5411,Psmd9
5412,Psme1
5413,Psme2
5414,Psme3
5415,Psme4
5416,Psmf1
5417,Psmg1
5418,Psmg2
5419,Psmg4
5420,Psph
5421,Pstk
5422,Pstpip2
5423,Ptar1
5424,Ptbp1
5425,Ptbp3
5426,Ptcd2
5427,Ptch1
5428,Ptdss1
5429,Ptdss2
5430,Pten
5431,Pter
5432,Ptgds
5433,Ptges2
5434,Ptges3
5435,Ptgr2
5436,Ptk2
5437,Ptk2b
5438,Ptma
5439,Ptms
5440,Ptov1
5441,Ptp4a1
5442,Ptp4a2
5443,Ptpa
5444,Ptpn1
5445,Ptpn11
5446,Ptpn12
5447,Ptpn2
5448,Ptpn21
5449,Ptpn23
5450,Ptpn3
5451,Ptpn6
5452,Ptpn9
5453,Ptpra
5454,Ptprd
5455,Ptprf
5456,Ptprg
5457,Ptprj
5458,Ptprk
5459,Ptrh2
5460,Ptrhd1
5461,Pts
5462,Pttg1
5463,Pttg1ip
5464,Puf60
5465,Pum1
5466,Pum2
5467,Pum3
5468,Pura
5469,Purb
5470,Pus1
5471,Pus10
5472,Pus3
5473,Pus7
5474,Pusl1
5475,Pvr
5476,Pwp1
5477,Pwp2
5478,Pwwp2a
5479,Pxdc1
5480,Pxk
5481,Pxmp2
5482,Pxmp4
5483,Pxn
5484,Pycr2
5485,Pycrl
5486,Pygl
5487,Pygo2
5488,Pyroxd1
5489,Pyroxd2
5490,Pzp
5491,Qars
5492,Qdpr
5493,Qk
5494,Qpct
5495,Qpctl
5496,Qprt
5497,Qrich1
5498,Qser1
5499,Qsox1
5500,R3hcc1
5501,R3hcc1l
5502,R3hdm1
5503,R3hdm2
5504,R3hdm4
5505,Rab10
5506,Rab11a
5507,Rab11b
5508,Rab11fip2
5509,Rab11fip3
5510,Rab12
5511,Rab13
5512,Rab14
5513,Rab17
5514,Rab18
5515,Rab1a
5516,Rab1b
5517,Rab20
5518,Rab21
5519,Rab22a
5520,Rab23
5521,Rab24
5522,Rab28
5523,Rab29
5524,Rab2a
5525,Rab30
5526,Rab32
5527,Rab33b
5528,Rab35
5529,Rab39
5530,Rab3d
5531,Rab3gap1
5532,Rab3gap2
5533,Rab3ip
5534,Rab40c
5535,Rab43
5536,Rab4b
5537,Rab5a
5538,Rab5b
5539,Rab5c
5540,Rab5if
5541,Rab6a
5542,Rab7
5543,Rab8a
5544,Rab9
5545,Rabac1
5546,Rabep1
5547,Rabep2
5548,Rabepk
5549,Rabgap1
5550,Rabgap1l
5551,Rabgef1
5552,Rabggta
5553,Rabggtb
5554,Rabif
5555,Rabl3
5556,Rabl6
5557,Rac1
5558,Rack1
5559,Rad17
5560,Rad21
5561,Rad23a
5562,Rad23b
5563,Rad50
5564,Rad51b
5565,Rad51d
5566,Rad52
5567,Rad54l2
5568,Rae1
5569,Raet1e
5570,Raf1
5571,Rai1
5572,Rai14
5573,Rala
5574,Ralb
5575,Ralbp1
5576,Ralgapa2
5577,Ralgapb
5578,Ralgds
5579,Ralgps2
5580,Raly
5581,Ramac
5582,Ramp2
5583,Ran
5584,Ranbp1
5585,Ranbp10
5586,Ranbp2
5587,Ranbp3
5588,Ranbp6
5589,Ranbp9
5590,Rangap1
5591,Rap1a
5592,Rap1b
5593,Rap1gds1
5594,Rap2a
5595,Rap2c
5596,Rapgef1
5597,Rapgef2
5598,Rapgef4
5599,Rapgef6
5600,Raph1
5601,Rara
5602,Rarres1
5603,Rarres2
5604,Rars
5605,Rars2
5606,Rasa1
5607,Rasa3
5608,Rasgef1b
5609,Rasgrp2
5610,Rassf1
5611,Rassf3
5612,Rassf5
5613,Rassf6
5614,Rassf7
5615,Rassf8
5616,Rb1cc1
5617,Rbbp4
5618,Rbbp5
5619,Rbbp6
5620,Rbbp7
5621,Rbbp8
5622,Rbbp9
5623,Rbck1
5624,Rbfa
5625,Rbfox2
5626,Rbks
5627,Rbl2
5628,Rbm10
5629,Rbm15
5630,Rbm17
5631,Rbm18
5632,Rbm19
5633,Rbm22
5634,Rbm25
5635,Rbm26
5636,Rbm27
5637,Rbm28
5638,Rbm3
5639,Rbm33
5640,Rbm34
5641,Rbm39
5642,Rbm42
5643,Rbm43
5644,Rbm47
5645,Rbm48
5646,Rbm4b
5647,Rbm5
5648,Rbm6
5649,Rbm7
5650,Rbm8a
5651,Rbms1
5652,Rbms2
5653,Rbmx
5654,Rbmxl1
5655,Rbp1
5656,Rbp4
5657,Rbpj
5658,Rbpms
5659,Rbpms2
5660,Rbsn
5661,Rbx1
5662,Rc3h1
5663,Rc3h2
5664,Rcan1
5665,Rcan2
5666,Rcbtb1
5667,Rcbtb2
5668,Rcc1
5669,Rcc1l
5670,Rcc2
5671,Rce1
5672,Rchy1
5673,Rcl1
5674,Rcn2
5675,Rcor1
5676,Rdh10
5677,Rdh11
5678,Rdh14
5679,Rdh16
5680,Rdh16f1
5681,Rdh16f2
5682,Rdh5
5683,Rdh7
5684,Rdm1
5685,Rdx
5686,Reep3
5687,Reep4
5688,Reep5
5689,Reep6
5690,Rel
5691,Rela
5692,Relb
5693,Relch
5694,Rell1
5695,Reps1
5696,Reps2
5697,Rer1
5698,Rere
5699,Resf1
5700,Rest
5701,Retreg1
5702,Retreg2
5703,Retreg3
5704,Retsat
5705,Rev3l
5706,Rex1bd
5707,Rexo1
5708,Rexo2
5709,Rexo4
5710,Rfc1
5711,Rfc2
5712,Rfc3
5713,Rfc5
5714,Rfesd
5715,Rffl
5716,Rfk
5717,Rfng
5718,Rft1
5719,Rfwd3
5720,Rfx1
5721,Rfx5
5722,Rfx7
5723,Rfxank
5724,Rfxap
5725,Rgl3
5726,Rgn
5727,Rgp1
5728,Rgs12
5729,Rgs16
5730,Rgs22
5731,Rhbdd1
5732,Rhbdd2
5733,Rhbdd3
5734,Rhbdf2
5735,Rhbg
5736,Rheb
5737,Rhoa
5738,Rhob
5739,Rhobtb1
5740,Rhobtb3
5741,Rhoc
5742,Rhod
5743,Rhog
5744,Rhoq
5745,Rhot1
5746,Rhpn2
5747,Ric1
5748,Ric8a
5749,Ric8b
5750,Rictor
5751,Rida
5752,Rif1
5753,Rilp
5754,Rilpl2
5755,Rin2
5756,Rin3
5757,Ring1
5758,Rint1
5759,Riok1
5760,Riok2
5761,Riok3
5762,Riox1
5763,Riox2
5764,Ripk1
5765,Ripk2
5766,Rit1
5767,Rlf
5768,Rlim
5769,Rmc1
5770,Rmdn1
5771,Rmdn2
5772,Rmdn3
5773,Rmi1
5774,Rmnd1
5775,Rmnd5a
5776,Rmnd5b
5777,Rnase4
5778,Rnaseh2a
5779,Rnaseh2b
5780,Rnaseh2c
5781,Rnaset2b
5782,Rnd1
5783,Rnd2
5784,Rnd3
5785,Rnf10
5786,Rnf103
5787,Rnf11
5788,Rnf111
5789,Rnf114
5790,Rnf115
5791,Rnf121
5792,Rnf123
5793,Rnf125
5794,Rnf126
5795,Rnf128
5796,Rnf13
5797,Rnf130
5798,Rnf135
5799,Rnf138
5800,Rnf139
5801,Rnf14
5802,Rnf141
5803,Rnf144a
5804,Rnf144b
5805,Rnf145
5806,Rnf146
5807,Rnf152
5808,Rnf166
5809,Rnf167
5810,Rnf168
5811,Rnf169
5812,Rnf170
5813,Rnf181
5814,Rnf185
5815,Rnf186
5816,Rnf187
5817,Rnf19a
5818,Rnf19b
5819,Rnf2
5820,Rnf20
5821,Rnf213
5822,Rnf214
5823,Rnf215
5824,Rnf216
5825,Rnf217
5826,Rnf220
5827,Rnf24
5828,Rnf31
5829,Rnf34
5830,Rnf4
5831,Rnf40
5832,Rnf43
5833,Rnf44
5834,Rnf5
5835,Rnf6
5836,Rnf7
5837,Rnft1
5838,Rngtt
5839,Rnh1
5840,Rnmt
5841,Rnpc3
5842,Rnpep
5843,Rnpepl1
5844,Rnps1
5845,Robo1
5846,Rock1
5847,Rock2
5848,Rogdi
5849,Romo1
5850,Ropn1l
5851,Rora
5852,Rorc
5853,Rp2
5854,Rp9
5855,Rpa1
5856,Rpa2
5857,Rpa3
5858,Rpain
5859,Rpap1
5860,Rpap2
5861,Rpap3
5862,Rpe
5863,Rpf1
5864,Rpf2
5865,Rpl10
5866,Rpl10-ps3
5867,Rpl10a
5868,Rpl11
5869,Rpl12
5870,Rpl13a
5871,Rpl14
5872,Rpl15
5873,Rpl17
5874,Rpl18
5875,Rpl18a
5876,Rpl19
5877,Rpl21
5878,Rpl22
5879,Rpl22l1
5880,Rpl23
5881,Rpl23a
5882,Rpl24
5883,Rpl26
5884,Rpl27
5885,Rpl27a
5886,Rpl28
5887,Rpl29
5888,Rpl3
5889,Rpl30
5890,Rpl31
5891,Rpl32
5892,Rpl34
5893,Rpl35
5894,Rpl35a
5895,Rpl36
5896,Rpl36a
5897,Rpl36a-ps1
5898,Rpl36al
5899,Rpl37
5900,Rpl37a
5901,Rpl38
5902,Rpl39
5903,Rpl4
5904,Rpl41
5905,Rpl5
5906,Rpl6
5907,Rpl7
5908,Rpl7a
5909,Rpl7l1
5910,Rpl8
5911,Rpl9
5912,Rpl9-ps6
5913,Rplp0
5914,Rplp1
5915,Rplp2
5916,Rpn1
5917,Rpn2
5918,Rpp14
5919,Rpp21
5920,Rpp25l
5921,Rpp30
5922,Rpp38
5923,Rpp40
5924,Rprd1a
5925,Rprd1b
5926,Rprd2
5927,Rps11
5928,Rps12
5929,Rps13
5930,Rps14
5931,Rps15
5932,Rps15a
5933,Rps16
5934,Rps17
5935,Rps18
5936,Rps19
5937,Rps19bp1
5938,Rps2
5939,Rps20
5940,Rps21
5941,Rps23
5942,Rps24
5943,Rps25
5944,Rps26
5945,Rps27
5946,Rps27a
5947,Rps27l
5948,Rps27rt
5949,Rps28
5950,Rps29
5951,Rps3
5952,Rps3a1
5953,Rps4x
5954,Rps5
5955,Rps6
5956,Rps6ka1
5957,Rps6ka3
5958,Rps6kb1
5959,Rps6kb2
5960,Rps6kc1
5961,Rps7
5962,Rps8
5963,Rps9
5964,Rpsa
5965,Rptor
5966,Rpusd3
5967,Rraga
5968,Rragc
5969,Rras
5970,Rras2
5971,Rrbp1
5972,Rreb1
5973,Rrm1
5974,Rrm2
5975,Rrm2b
5976,Rrn3
5977,Rrp1
5978,Rrp15
5979,Rrp36
5980,Rrp7a
5981,Rrp8
5982,Rrp9
5983,Rrs1
5984,Rsad1
5985,Rsad2
5986,Rsbn1l
5987,Rsf1
5988,Rsl1d1
5989,Rsl24d1
5990,Rsph3a
5991,Rsph3b
5992,Rspry1
5993,Rsrc1
5994,Rsrc2
5995,Rsrp1
5996,Rsu1
5997,Rtca
5998,Rtcb
5999,Rtf1
6000,Rtf2
6001,Rtkn
6002,Rtl8a
6003,Rtl8b
6004,Rtn3
6005,Rtn4
6006,Rtn4ip1
6007,Rtn4rl1
6008,Rtp3
6009,Rtp4
6010,Rtraf
6011,Rubcn
6012,Rufy1
6013,Rufy3
6014,Rundc1
6015,Rusc2
6016,Ruvbl1
6017,Ruvbl2
6018,Rwdd1
6019,Rwdd2b
6020,Rwdd4a
6021,Rxra
6022,Rxrb
6023,Rxrg
6024,Rxylt1
6025,Ryk
6026,S100a1
6027,S100a10
6028,S100a11
6029,S100a13
6030,S100a16
6031,S100pbp
6032,S1pr1
6033,S1pr2
6034,Saa1
6035,Saa2
6036,Saa3
6037,Saa4
6038,Sac3d1
6039,Sacm1l
6040,Sae1
6041,Safb
6042,Safb2
6043,Sall1
6044,Samd1
6045,Samd4
6046,Samd4b
6047,Samd8
6048,Samd9l
6049,Samhd1
6050,Samm50
6051,Sap130
6052,Sap18
6053,Sap18b
6054,Sap30bp
6055,Sap30l
6056,Sar1a
6057,Sar1b
6058,Saraf
6059,Sardh
6060,Sarnp
6061,Sars
6062,Sars2
6063,Sart1
6064,Sart3
6065,Sash1
6066,Sat1
6067,Sat2
6068,Sav1
6069,Saysd1
6070,Sbds
6071,Sbf1
6072,Sbf2
6073,Sbk1
6074,Sbno1
6075,Sbno2
6076,Sc5d
6077,Scaf1
6078,Scaf11
6079,Scaf4
6080,Scaf8
6081,Scamp1
6082,Scamp2
6083,Scamp3
6084,Scamp4
6085,Scamp5
6086,Scand1
6087,Scap
6088,Scaper
6089,Scarb1
6090,Scarb2
6091,Scd1
6092,Scfd1
6093,Scfd2
6094,Scly
6095,Scmh1
6096,Scnm1
6097,Scnn1a
6098,Sco1
6099,Sco2
6100,Scoc
6101,Scp2
6102,Scpep1
6103,Scrib
6104,Scrn2
6105,Scrn3
6106,Scyl1
6107,Scyl2
6108,Scyl3
6109,Sdad1
6110,Sdc1
6111,Sdc2
6112,Sdc4
6113,Sdcbp
6114,Sdccag8
6115,Sde2
6116,Sdf2
6117,Sdf2l1
6118,Sdf4
6119,Sdha
6120,Sdhaf1
6121,Sdhaf2
6122,Sdhaf3
6123,Sdhaf4
6124,Sdhb
6125,Sdhc
6126,Sdhd
6127,Sdr39u1
6128,Sdr42e1
6129,Sdr9c7
6130,Sds
6131,Sdsl
6132,Sec11a
6133,Sec11c
6134,Sec13
6135,Sec14l1
6136,Sec14l2
6137,Sec14l4
6138,Sec16a
6139,Sec16b
6140,Sec22a
6141,Sec22b
6142,Sec22c
6143,Sec23a
6144,Sec23b
6145,Sec23ip
6146,Sec24a
6147,Sec24b
6148,Sec24c
6149,Sec24d
6150,Sec31a
6151,Sec61a1
6152,Sec61b
6153,Sec61g
6154,Sec62
6155,Sec63
6156,Secisbp2
6157,Secisbp2l
6158,Seh1l
6159,Sel1l
6160,Sel1l3
6161,Selenbp1
6162,Selenbp2
6163,Selenof
6164,Selenoi
6165,Selenok
6166,Selenoo
6167,Selenop
6168,Selenos
6169,Selenot
6170,Selenow
6171,Sem1
6172,Sema3e
6173,Sema4a
6174,Sema4g
6175,Senp2
6176,Senp3
6177,Senp5
6178,Senp6
6179,Sephs1
6180,Sephs2
6181,Sepsecs
6182,Sept10
6183,Sept11
6184,Sept2
6185,Sept7
6186,Sept9
6187,Serbp1
6188,Serf1
6189,Serf2
6190,Serhl
6191,Serinc1
6192,Serinc3
6193,Serinc5
6194,Serp1
6195,Serpina10
6196,Serpina11
6197,Serpina12
6198,Serpina1a
6199,Serpina1b
6200,Serpina1c
6201,Serpina1e
6202,Serpina3c
6203,Serpina3f
6204,Serpina3m
6205,Serpina3n
6206,Serpina6
6207,Serpina7
6208,Serpinb1a
6209,Serpinb9
6210,Serpinc1
6211,Serpind1
6212,Serpine1
6213,Serpinf1
6214,Serpinf2
6215,Serping1
6216,Sertad1
6217,Sertad2
6218,Sesn1
6219,Sesn2
6220,Sesn3
6221,Set
6222,Setd1a
6223,Setd1b
6224,Setd2
6225,Setd3
6226,Setd4
6227,Setd5
6228,Setd6
6229,Setdb1
6230,Setdb2
6231,Setx
6232,Sf1
6233,Sf3a1
6234,Sf3a2
6235,Sf3a3
6236,Sf3b1
6237,Sf3b2
6238,Sf3b3
6239,Sf3b4
6240,Sf3b5
6241,Sf3b6
6242,Sfmbt1
6243,Sfpq
6244,Sfr1
6245,Sfswap
6246,Sft2d1
6247,Sft2d2
6248,Sfxn1
6249,Sfxn2
6250,Sfxn5
6251,Sgf29
6252,Sgk1
6253,Sgk2
6254,Sgk3
6255,Sgms1
6256,Sgms2
6257,Sgpl1
6258,Sgpp1
6259,Sgta
6260,Sh2b1
6261,Sh2b3
6262,Sh2d3c
6263,Sh2d4a
6264,Sh3bgrl
6265,Sh3bgrl2
6266,Sh3bp2
6267,Sh3bp5
6268,Sh3bp5l
6269,Sh3d19
6270,Sh3gl1
6271,Sh3glb1
6272,Sh3glb2
6273,Sh3pxd2a
6274,Sh3yl1
6275,Shank2
6276,Sharpin
6277,Shb
6278,Shc1
6279,Shf
6280,Shisa5
6281,Shkbp1
6282,Shld1
6283,Shld2
6284,Shmt1
6285,Shmt2
6286,Shoc2
6287,Shpk
6288,Shprh
6289,Shroom1
6290,Shroom2
6291,Shroom3
6292,Shtn1
6293,Siae
6294,Siah1a
6295,Siah2
6296,Sidt2
6297,Sigirr
6298,Sigmar1
6299,Sik1
6300,Sik3
6301,Sike1
6302,Sil1
6303,Sin3a
6304,Sin3b
6305,Sipa1l1
6306,Sirt1
6307,Sirt2
6308,Sirt3
6309,Sirt5
6310,Sirt7
6311,Siva1
6312,Skap2
6313,Ski
6314,Skil
6315,Skint6
6316,Skiv2l
6317,Skp1a
6318,Slain2
6319,Slbp
6320,Slc10a1
6321,Slc10a2
6322,Slc11a2
6323,Slc12a2
6324,Slc12a7
6325,Slc13a3
6326,Slc15a4
6327,Slc16a1
6328,Slc16a10
6329,Slc16a11
6330,Slc16a12
6331,Slc16a2
6332,Slc16a5
6333,Slc16a6
6334,Slc16a7
6335,Slc17a1
